	text	provenance	civic	domestic	green	industrial	inspired	market	project	renown
2134	In this paper we showed how this phenomenon occurs by analyzing the asymptotic property of the perceptron learning using a method in systems science that is calculating the eigenvalues of the system matrix and the corresponding eigenvectors.	Semantic Scholar	0	0	0	0	0	0	0	0
2135	In this paper we study the distance aware influence maximization (DAIM) problem which advocates the importance of the distance between users and the promoted location.	Semantic Scholar	0	0	0	0	0	0	0	0
2136	In this scheme the dimensional error of the product is modeled in a parameter based transfer learning approach.	Semantic Scholar	0	0	0	0	0	0	0	0
2137	In this study we first introduce a new model of dynamics on a symbolic space the versatile shift showing that it supports the real time simulation of a range of automata.	Semantic Scholar	0	0	0	0	0	0	0	0
2138	In this survey we present an up to date critical review of the existing literatures on face alignment focusing on those methods addressing overall difficulties and challenges of this topic under uncontrolled conditions.	Semantic Scholar	0	0	0	0	0	0	0	1
2139	In total  participants with a mean age of. years (range – years) drove four trials in a driving simulator experiencing four HMIs having the following different stages of automation: baseline (information acquisition—low) sphere (information acquisition—high) carpet (information analysis) and arrow (decision selection) presented as visual overlays on the surroundings.	Semantic Scholar	0	0	0	0	0	0	0	0
2140	Indexes are used to quickly locate data without having to search every row in a database table every time a database table is accessed.	efficiency	0	0	0	1	0	0	0	0
2141	Individuals with lower limb amputation have a high fall risk which could be partially due to a lack of stabilizing control in conventional prostheses.	Semantic Scholar	0	0	0	0	0	0	0	0
2142	Initially V responses are driven solely by bottom up sensory input and are thus strongly influenced by the level of occlusion.	Semantic Scholar	0	0	0	0	0	0	0	0
2143	Inspired by Boosting the novelty of our method comes from the staged probabilistic learning where each stage consists of training and adding an expert regressor to the intermediate ensemble of expert regressors.	Semantic Scholar	0	0	0	0	1	0	0	0
2144	Inspired by nature soft robots promise disruptive advances in robotics.	Semantic Scholar	0	0	0	0	1	0	0	0
2145	Inspired by walking robots we hypothesized that modulating prosthetic ankle push off could help improve amputee balance.	Semantic Scholar	0	0	0	0	0	0	0	0
2146	Integrated web based platform that manages the total spectrum of data needed to manage energy efficiency programs.	efficiency	0	0	1	0	0	0	0	0
2147	Integrating tactile sensors into robotic applications is still a challenge because of sensor interconnection and various form factors.	Semantic Scholar	0	0	0	0	1	0	0	0
2148	Is this an inevitable phenomenon in linearly compliant grasps?	Semantic Scholar	0	0	0	0	0	0	0	0
2149	It can cluster millions of instances efficiently.	efficiency	0	0	0	1	0	0	0	0
2150	It consists of multiple modules which extend the capabilities of the conventional robot setup and fundamentally improve its usability and efficiency since the user can easily set up execute and monitor the manufacturing tasks in a universal reference frame.	Semantic Scholar	0	0	0	0	0	0	0	0
2151	It could be more than double the RAM requirements.	efficiency	0	0	0	1	0	0	0	0
2152	It has been suggested that reactivation of previously acquired experiences or stored information in declarative memories in the hippocampus and neocortex contributes to memory consolidation and learning.	Semantic Scholar	0	0	0	0	1	0	0	0
2153	It is noteworthy to mention that this model also has also the potential to synthesize new videos showing variations of one specific emotion on the face of unknown subjects.	Semantic Scholar	0	0	0	0	0	0	0	1
2154	It is projected to rise from th to eighth in all cause mortality in the near term primarily due to the growing and aging populations in high incidence areas such as Latin America and eastern Asia  .	Semantic Scholar	0	0	0	0	0	0	0	0
2155	It is still largely unknown what exactly causes visual and inertial motion in a simulator to be perceived as incongruent.	Semantic Scholar	0	0	0	0	0	0	0	0
2156	It makes use of a modified Particle Filter (PF) which in contrast to other methods can do both searching and tracking of a person under uncertainty with false negative detections lack of a person detection in continuous space and real time.	Semantic Scholar	0	0	0	0	0	0	0	0
2157	It provides an algebraic language with simple mathematical concepts to capture the temporal dimension of scheduling problems in a combinatorial optimization framework.	Semantic Scholar	0	0	0	0	0	0	0	0
2158	Johnson Roberson et al.	Semantic Scholar	0	0	0	0	0	0	0	0
2159	Landmark Majuro Declaration Could Determine Our Children's Future (Video)During the Pacific Island Forum Australia New Zealand and Heads of State from other Pacific nations made a landmark declaration calling for the full phase out of greenhouse gas pollution acknowledging that current efforts to tackle climate change are insufficient.	HuffPost_News	0	0	1	0	0	0	0	0
2160	Last we assume that they follow paths generated by pink noise.	Semantic Scholar	0	0	0	0	0	0	0	0
2161	Lets you build scalable resilient and reactive applications that meet the needs of your business.	efficiency	0	0	0	1	0	0	0	0
2162	Linking Domestic Violence and Chronic Disease: An Issue Not in the HeadlinesPhysical or sexual abuse verbal abuse nonverbal intimidation financial exploitation and neglect can end up directly or indirectly causing a chronic disease. Addressing the full implications of domestic violence may prevent or lower that risk ultimately saving money time and most importantly lives.	HuffPost_News	1	0	0	0	0	0	0	0
2163	Love Letters: RomeWalking home the air grew cooler and softer sweetened by flower markets on every corner. People greeted me buena sera	HuffPost_News	0	0	1	0	0	0	0	0
2164	Mapping between the SLIP model and the robot is conducted so that the running of the SLIP model can be transformed into the robot's pronking and trotting behaviors.	Semantic Scholar	0	0	0	0	0	0	0	0
2165	May Day Festivals of Flirtation Fertility and Sexual FrenzyThis May Day let us pay tribute to the Earth Mother and Her daughter goddesses of green growth by planting May trees and flowers and then dancing around them to celebrate the lovely lusty miracle of life.	HuffPost_News	0	0	1	0	0	0	0	0
2166	Memory pages/second number of pages written to or read from the disk in order to resolve hard page faults. Hard page faults are when code not from the current working set is called up from elsewhere and retrieved from a disk.	efficiency	0	0	0	1	0	0	0	0
2167	Moreover efficient online learning ethods could be required to cope with data acquired over time.	Semantic Scholar	0	0	0	0	0	0	0	0
2168	Moreover the proposed method has excellent mechanisms for handling missing labels dealing with large scale datasets as well as exploiting unlabeled data.	Semantic Scholar	0	0	0	0	0	0	0	0
2169	Moreover through source domain selection we can reduce their computational cost by about $text{}%$ making them more suitable for real time applications.	Semantic Scholar	0	0	0	0	0	0	0	0
