,sentence,provenance,convention_civic,convention_domestic,convention_green,convention_industrial,convention_inspired,convention_market,convention_project,convention_renown
1287,"tests thus often take the form of confirmations; this is apparent in the archaic expressions of the domestic world offered by fairy tales, which are saturated with anecdotes in which a worthy person, disguised as someone of lesser worth, is subjected to a test that reveals his own inherent worthiness (for example, ""the princess and the pea"").",sci_article,0,1,0,0,0,0,0,0
1288,"it is through reference to generation, tradition, and hierarchy that order can be established among beings of a domestic nature.",sci_article,0,1,0,0,0,0,0,0
1289,"these three terms themselves are in a relation of equivalence, because the bond of personal dependence that connects a less worthy person with a superior always constructed in the image of the father, whose state of worth is highest because he is the incarnation of the tradition can be conceived in more than one way: since the worthiest person is found at the point of origin, the bond can be read as a link either in the chain of generations or in a hierarchical chain.",sci_article,0,1,0,0,0,0,0,0
1290,"in domestic worth, beings in a state of worthiness achieve superiority in each of the three components: as part of a hierarchy, they are worthy owing to the relation that connects them to worthier beings by whom they are appreciated and valued, beings who have attached them to their persons.",sci_article,0,1,0,0,0,0,0,0
1291,"it is in this way that they are distinguished; the quality of distinction does not presuppose here, as it does in the world of fame, a competition of all against all in a marketplace of esteem, but rather the exclusive judgment of a superior or leader and the elective choice that makes someone stand out from the ranks.",sci_article,0,1,0,0,0,0,0,0
1292,"beings are also worthy because they are rooted in tradition, that is, they are proper (as opposed, for example, to legal in the civic world or to exact in industrial arrangements).",sci_article,0,1,0,0,0,0,0,0
1293,"they exist in continuity (a property of the unworthy in the inspired world), and they possess all the qualities that manifest permanence, such as firmness, loyalty, punctuality.",sci_article,0,1,0,0,0,0,0,0
1294,"these virtues are manifested in behavior that varies depending, on the one hand, on whether the relationship with intimates or with outsiders is emphasized and, on the other hand, whether the relationship with superiors or with inferiors is emphasized.",sci_article,0,1,0,0,0,0,0,0
1295,"attentive to intimates (for example, a spouse), to whom one owes thoughtfulness, attention, and propriety, the worthy person is cordial with visitors: ""the reputation of households is often made by visitors; thus one always benefits from being very cordial toward them, whether they are important or not"".",sci_article,0,1,0,0,0,0,0,0
1296,"when they face superiors, beings worthy of esteem are deferential, which ""does not however imply obsequiousness, opportunism, or flattery"".",sci_article,0,1,0,0,0,0,0,0
1297,"in this context, they are honest, presenting ""their viewpoint with frankness"" but without offering ""systematic opposition,"" and they maintain relations of trust.",sci_article,0,1,0,0,0,0,0,0
1298,"this attitude ""will tend to create a climate of understanding"" based on discretion and reserve: ""the best way to appear well brought up"".",sci_article,0,1,0,0,0,0,0,0
1299,"nevertheless, less worthy persons ""avoid familiarity with their hierarchical superior, even if they know him personally, especially in front of third parties.",sci_article,0,1,0,0,0,0,0,0
1300,"trust in others, superiors are informed and wise.",sci_article,0,1,0,0,0,0,0,0
1301,"in the domestic world, where worth presupposes personal loyalty to a worthy being and membership in the closed universe of a household, objects are all the more private in character (letters, for example) to the extent that they are associated with the more worthy beings, and discretion consists in ""refusing to listen to gossip and especially in refusing to pass it along"".",sci_article,0,1,0,0,0,0,0,0
1302,"in relation to the less worthy beings for whom he is responsible, the superior has the duty to share with them, according to their rank\'.",sci_article,0,1,0,0,0,0,0,0
1303,the qualities that constitute his own worth.,sci_article,0,1,0,0,0,0,0,0
1304,"if the superior is benevolent and helpful with everyone, ""everybody will be grateful to him"".",sci_article,0,1,0,0,0,0,0,0
1305,"true worth in fact presupposes simplicity (acting ""in all simplicity""), delicacy (of feelings), and thoughtfulness: ""nothing is more despicable than the person who, moving up to a higher station, behaves disagree ably with his subordinates on the pretext that he is now the boss.",sci_article,0,1,0,0,0,0,0,0
1306,this is where upbringing shows its full value ...,sci_article,0,1,0,0,0,0,0,0
1307,"thus it is absolutely useless to be distant, bossy, humiliating.",sci_article,0,1,0,0,0,0,0,0
1308,quite the contrary.,sci_article,0,1,0,0,0,0,0,0
1309,"even if niceness can sometimes look like weakness, it always ends up being recognized as a form of upbringing and is accordingly all the more appreciated"".",sci_article,0,1,0,0,0,0,0,0
1310,"still, ""delicacy does not exclude firmness"".",sci_article,0,1,0,0,0,0,0,0
1311,"upbringing, which produces ""the well brought up person"" in whom reserve is combined with poise, is in the end precisely what associates the worthy state with generation, a relation that is established here (as is often the case when an utterance reveals what lies at the heart of the natural order) in the mode of what we shall designate further on by the term ""desecration"": ""those who hold or who believe they hold the secrets of a good upbringing claim that it takes at least three generations to produce a wellbrought up man"".",sci_article,0,1,0,0,0,0,0,0
1312,the worthy act naturally because they are moved by habits.,sci_article,0,1,0,0,0,0,0,0
1313,"this arrangement, locked into the body, ensures the stability of behavior without requiring obedience to instruction, as industrial routines do.",sci_article,0,1,0,0,0,0,0,0
1314,"thus it is ""necessary"" to give ""children"" good habits from the start, for habits adopted early are never constraints and they quickly become natural behavior.",sci_article,0,1,0,0,0,0,0,0
1315,"only habit gives poise, because it makes good manners natural (""natural courtesy"").",sci_article,0,1,0,0,0,0,0,0
1316,"these attitudes are also natural when they are based on good sense (""principles based on good sense"") or on predispositions (""get a favorable predisposition right away""), as they often turn out to be naturally in harmony with the way the world is evolving.",sci_article,0,1,0,0,0,0,0,0
1317,"the term ""natural\'\' (""drive nature out the window and it comes right back in the door"") also designates, finally, the character that is revealed in one\'s behavior toward other people and ""reflected"" in one\'s personal presentation and bearing.",sci_article,0,1,0,0,0,0,0,0
1318,"in this world, bearing is inherent in persons because it manifests character, which is habit made human (""personal bearing reflects the individual"").",sci_article,0,1,0,0,0,0,0,0
