text	confidence_value	confidence_level	data_provenance
In this paper, we propose a novel algorithm called learning from label proportions based on random forests (LLP-RF), which has the advantage of dealing with high-dimensional LLP problem.	0.01176687516272068	Medium	Semantic Scholar
Given a graph <inline-formula> <tex-math notation="LaTeX"> $G $</tex-math> <alternatives> <inline-graphic xlink: href="hu-ieq1-2730873.gif"/> </alternatives> </inline-formula> and a set <inline-formula> <tex-math notation="LaTeX"> $Q $</tex-math> <alternatives> <inline-graphic xlink: href="hu-ieq2-2730873.gif"/> </alternatives> </inline-formula> of query nodes, we examine the <italic> Steiner Maximum-Connected Subgraph </italic> (SMCS) problem.	0.013754346407949924	Medium	Semantic Scholar
The SMCS, or <inline-formula> <tex-math notation="LaTeX"> $G $</tex-math> <alternatives> <inline-graphic xlink: href="hu-ieq3-2730873.gif"/> </alternatives> </inline-formula >'s induced subgraph that contains <inline-formula> <tex-math notation="LaTeX"> $Q $</tex-math> <alternatives> <inline-graphic xlink: href="hu-ieq4-2730873.gif"/> </alternatives> </inline-formula> with the largest connectivity, can be useful for customer prediction, product promotion, and team assembling.	0.024590471759438515	Medium	Semantic Scholar
In this paper, we investigate the <italic> minimal SMCS </italic>, which is the minimal subgraph of <inline-formula> <tex-math notation="LaTeX"> $G $</tex-math> <alternatives> <inline-graphic xlink: href="hu-ieq6-2730873.gif"/> </alternatives> </inline-formula> with the maximum connectivity containing <inline-formula> <tex-math notation="LaTeX"> $Q $</tex-math> <alternatives> <inline-graphic xlink: href="hu-ieq7-2730873.gif"/> </alternatives> </inline-formula>.	0.008105406537652016	Medium	Semantic Scholar
Extensive experiments on large real and synthetic graph datasets validate the effectiveness and efficiency of our approaches.	0.012181548401713371	Medium	Semantic Scholar
Raw visual data used to train classifiers is abundant and easy to gather, but lacks semantic labels that describe visual concepts of interest.	0.012249251827597618	Medium	Semantic Scholar
These labels are necessary for supervised learning and can require significant human effort to collect.	0.01735873892903328	Medium	Semantic Scholar
Results on benchmark data show that our framework collects labeled training data more efficiently than existing labeling techniques and trains higher performing visual classifiers.	0.028131704777479172	Medium	Semantic Scholar
This letter presents an effective solution for 3D urban map generation using aerial images as prior information for Simultaneous Localization and Mapping (SLAM).	0.011221877299249172	Medium	Semantic Scholar
Aerial images often suffer from being significantly askew due to the height of structures and viewpoint changes, preventing direct integration with SLAM.	0.015889620408415794	Medium	Semantic Scholar
However, we found that the direction of the structural edges was still valid, despite slanted building images.	0.009363981895148754	Medium	Semantic Scholar
We propose novel haptic guidance methods for a dual-arm telerobotic manipulation system, which are able to deal with several different constraints, such as collisions, joint limits, and singularities.	0.01997130736708641	Medium	Semantic Scholar
The stability of the overall system in various control modalities is presented and analyzed via passivity arguments.	0.013978373259305954	Medium	Semantic Scholar
Results show that the proposed haptic-enabled shared-control methods significantly improve the performance of grasping tasks with respect to the use of classic teleoperation with neither haptic guidance nor shared control.	0.02315465547144413	Medium	Semantic Scholar
Emerging vehicular trajectory data have opened up opportunities to benefit many real-world applications, e.g., frequent trajectory based navigation systems, road planning, car pooling, etc.	0.014911252073943615	Medium	Semantic Scholar
An important class of methods focuses on the inertial parameters of rigid-body systems.	0.018621161580085754	Medium	Semantic Scholar
These parameters consist of the mass, first mass moment (related to center of mass location), and rotational inertia matrix of each link.	0.017024708911776543	Medium	Semantic Scholar
